Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,366.935483870968,709.677419354839,447.58064516129,-5.21354656105948,-5.214,-1.30338664026487,-1.303,d,15,C3,Negative,11
2,774.193548387097,1197.58064516129,1129.03225806452,3.86041038954841,3.86,0.965102597387103,0.965,d,15,O1,Positive,8
