Subject,Proportion_1s,Proportion_2s,Shannon_Entropy,RunsTest_p,ACF_Lag1,ACF_Lag2,ACF_Lag3,ACF_Lag4,ACF_Lag5,ACF_Lag6,ACF_Lag7,ACF_Lag8,ACF_Lag9,ACF_Lag10
sub-076,0.5416666666666666,0.45833333333333337,0.99498482818597,0.9386768263089119,-0.014044289044289044,0.04603729603729606,-0.1288461538461539,0.013752913752913773,-0.04504662004662002,0.01503496503496503,-0.06194638694638692,-0.00466200466200466,-0.07884615384615386,0.048368298368298396
sub-077,0.4666666666666667,0.5333333333333333,0.9967916319816367,0.8925650598900259,0.003869047619047589,-0.02127976190476194,-0.046428571428571465,0.011011904761904704,0.10416666666666659,-0.02142857142857147,0.036011904761904724,-0.056101190476190506,0.06830357142857137,-0.005952380952380993
sub-078,0.55,0.44999999999999996,0.9927744539878083,0.5288727992629338,0.05042087542087545,0.00993265993265997,0.07045454545454549,0.16464646464646465,0.05345117845117847,0.028114478114478144,0.03644781144781147,-0.08989898989898987,0.08678451178451183,-0.17424242424242417
sub-079,0.5416666666666666,0.45833333333333337,0.99498482818597,0.41479185728451273,-0.08397435897435901,-0.008508158508158514,-0.018356643356643373,0.02354312354312354,0.031876456876456884,-0.02692307692307693,-0.00040792540792539903,-0.04382284382284384,-0.08444055944055949,-0.00897435897435899
sub-080,0.575,0.42500000000000004,0.9837082626231858,0.21219221332266114,0.10210997442455241,0.05673486786018753,0.0795609548167093,0.08789428815004263,-0.05466751918158566,0.07557544757033245,0.015707587382779192,-0.09786871270247227,-0.10402813299232733,-0.00788576300085252
sub-081,0.49166666666666664,0.5083333333333333,0.999799616411146,0.7160533122646162,0.025004630915995214,0.05028711679170142,0.12530564045568213,0.08390293600074096,-0.02474066870426966,0.13335648791330929,-0.15839353524127062,-0.01668982124664254,0.008592664629063659,-0.18312957302954516
sub-082,0.48333333333333334,0.5166666666666666,0.9991983542636399,0.4553991382649978,-0.07564886911383015,-0.03394512421208749,0.041129032258064545,-0.03451983685576566,-0.05955691509084166,0.08225806451612906,-0.09350203930292919,0.06444197256210606,-0.07683537263626249,-0.0351316277345198
sub-083,0.5416666666666666,0.45833333333333337,0.99498482818597,0.3025865361573029,0.08385780885780884,-0.04207459207459209,-0.04912587412587412,0.04452214452214451,0.119988344988345,0.009440559440559437,-0.06754079254079258,0.00792540792540792,0.031643356643356636,0.055361305361305374
sub-084,0.575,0.42500000000000004,0.9837082626231858,0.9029449838448241,0.004923273657288993,-0.13763853367433934,-0.041496163682864476,-0.018670076726342733,0.07747229326513214,0.003111679454390439,-0.02265558397271954,0.05387894288150042,0.008503836317135532,-0.05136402387041775
sub-085,0.4666666666666667,0.5333333333333333,0.9967916319816367,0.014551863312454416,-0.2305059523809524,0.04568452380952378,0.12098214285714282,-0.15416666666666667,0.10416666666666664,-0.0035714285714286277,-0.08005952380952387,0.0778273809523809,0.10401785714285713,-0.20684523809523808
sub-086,0.5333333333333333,0.4666666666666667,0.9967916319816367,0.15437100040431764,0.12217261904761902,0.047916666666666614,0.1075892857142857,-0.08497023809523811,0.023809523809523787,-0.08392857142857144,-0.042113095238095255,0.13363095238095235,-0.05892857142857149,-0.06845238095238096
sub-087,0.49166666666666664,0.5083333333333333,0.999799616411146,0.4613371544538877,-0.07557886449939795,0.23283782532184866,0.02472214504028898,-0.15005094007594694,0.0752871167917014,-1.389274798551669e-05,-0.07531490228767243,0.11668055941465222,0.0080369547096416,-0.05031490228767247
sub-088,0.5666666666666667,0.43333333333333335,0.9871377743721862,0.19552492919027575,0.10674962292609345,-0.15641025641025638,-0.16278280542986423,-0.06734539969834089,-0.07371794871794872,0.03642533936651582,0.11263197586726995,0.06779788838612366,0.027488687782805433,-0.04675716440422323
sub-089,0.4,0.6,0.9709505944546688,0.7891039994451313,-0.03333333333333337,-0.11527777777777781,0.10138888888888885,-0.1333333333333334,-0.06944444444444443,-0.06111111111111115,-0.05277777777777779,0.15,-0.029166666666666705,0.013888888888888885
sub-090,0.5333333333333333,0.4666666666666667,0.9967916319816367,0.749551456362651,0.021726190476190458,0.11488095238095243,0.08973214285714284,0.06458333333333333,-0.1614583333333334,0.014285714285714266,-0.077827380952381,-0.036011904761904814,-0.009821428571428602,-0.11755952380952381
sub-091,0.5916666666666667,0.4083333333333333,0.9756170302212049,0.087049136288607,-0.1644174571236946,0.030463734789690545,0.09369790169588962,0.1224393982945291,-0.07618329021749547,0.17359873526875547,-0.025023953243269142,0.08678739101274317,0.02613538373095719,0.03446871706429051
sub-092,0.5416666666666666,0.45833333333333337,0.99498482818597,0.6554444498153282,-0.050407925407925394,0.02505827505827506,0.0515734265734266,-0.056177156177156205,-0.03245920745920746,0.06118881118881118,-0.04656177156177158,0.06247086247086248,-0.09702797202797207,0.030186480186480194
sub-093,0.45,0.55,0.9927744539878083,0.3942227248948975,-0.08425925925925924,0.1446127946127947,0.01826599326599329,0.09393939393939396,0.23695286195286205,-0.024074074074074046,0.0852693602693603,0.04141414141414144,0.08341750841750842,0.04292929292929293
sub-094,0.45,0.55,0.9927744539878083,0.22155168737950692,-0.1179292929292929,0.09242424242424248,-0.049074074074074055,0.026599326599326616,-0.08122895622895619,0.08030303030303035,-0.0797138047138047,-0.22457912457912454,0.12045454545454551,-0.14057239057239052
sub-095,0.475,0.525,0.99819587904281,0.13412073565446925,-0.1453842940685045,-0.03680033416875522,-0.1287176274018379,-0.13625730994152035,0.07257727652464491,-0.036883876357560554,-0.061967418546365886,0.09590643274853795,0.054949874686716686,-0.10380116959064327
sub-096,0.5916666666666667,0.4083333333333333,0.9756170302212049,0.566983464605173,-0.06093944620101564,0.030463734789690538,0.1767677493532625,-0.09084027977388143,0.020971064482130892,-0.005188272492095423,-0.051755772731627875,-0.09199961674810771,-0.16673613107214721,0.08304589441410364
sub-097,0.5,0.5,1.0,0.4633238327303355,-0.075,0.1,0.09166666666666666,-0.21666666666666667,-0.041666666666666664,-0.06666666666666667,-0.058333333333333334,0.016666666666666666,-0.008333333333333333,-0.03333333333333333
sub-098,0.5,0.5,1.0,0.7138485162490394,0.025,-0.13333333333333333,0.175,0.16666666666666666,-0.10833333333333334,0.06666666666666667,0.14166666666666666,0.08333333333333333,0.008333333333333333,-0.05
sub-099,0.5,0.5,1.0,1.0,-0.008333333333333333,-0.03333333333333333,-0.041666666666666664,0.11666666666666667,-0.025,-0.08333333333333333,-0.10833333333333334,-0.05,-0.025,0.08333333333333333
sub-100,0.4666666666666667,0.5333333333333333,0.9967916319816367,0.8155408114359753,-0.029613095238095303,-0.17083333333333336,0.038392857142857104,0.08020833333333331,-0.12797619047619055,0.01428571428571425,0.006994047619047593,-0.05163690476190481,0.12410714285714289,0.03199404761904759
