sub,eeg,cond,per,ocular,muscle
4,45.2335410585879,1,10.1542775116507,13.8106066602527,8.32611293734962
4,44.4387042820845,1,12.4380546597306,16.525540451881,10.3943117636553
4,45.1234226804791,1,11.6069876222333,13.9807815924529,10.4200906371235
4,47.4877666636889,1,13.3036770820219,16.4362613732349,11.7373849364154
4,47.2916722635577,0,16.2258871570547,17.3031876478056,15.6872369116793
4,45.8931364191557,0,12.1189651509978,10.4303706923047,12.9632623803444
4,46.7669891156076,0,13.1982670253167,16.1339037586001,11.730448658675
4,46.4575984656272,1,12.1882264308938,17.5021478337723,9.53126572945465
4,46.7548876418928,1,18.3615437123866,26.2702489794163,14.4071910788717
4,46.1387101943625,0,12.9033662699188,14.3942991539796,12.1578998278885
4,46.7373598536074,0,13.584322156381,16.7183591319543,12.0173036685944
4,45.8736711597759,0,16.0805912492189,22.1843196502203,13.0287270487183
4,50.3797978822135,1,22.7697858005789,22.6455835965731,22.8318869025818
4,45.5161502654218,0,16.1131691062858,17.8592312498378,15.2401380345098
4,44.9199521771812,0,13.6299745098027,13.5183192643673,13.6858021325204
4,47.5567371683906,1,13.7124158724542,15.4585916807562,12.8393279683031
4,47.4464857618949,0,15.5114461773168,18.7573705242739,13.8884840038382
4,48.7433296348792,0,11.6949448292103,15.882458314964,9.60118808633348
4,44.1004288881544,1,12.8334427359363,17.0579183572877,10.7212049252607
4,46.3466380665508,1,16.5800708124055,21.0723291853441,14.3339416259362
4,45.3087082199187,0,11.1866973529414,16.7686870345369,8.39570251214365
4,46.4191701444431,0,21.5631666989906,24.4005209405578,20.144489578207
4,47.8699175060901,0,14.2981810857473,16.7248032332793,13.0848700119813
4,45.4095658087534,0,12.5404923459294,19.6707232019495,8.97537691791927
4,45.7416762022451,1,15.0106536328031,15.2531014629384,14.8894297177355
4,43.4031500601977,0,13.76210208101,15.8696741452849,12.7083160488726
4,42.7955961690054,1,17.8424837429295,23.4565287138011,15.0354612574937
4,46.3242605929499,1,15.6996848334473,16.7953449778439,15.151854761249
4,46.6154143051773,1,11.6631051390195,12.1747461922997,11.4072846123794
4,45.2914539260092,0,17.2270630670349,24.3279877468852,13.6766007271097
4,44.2782663070402,1,20.1631356711153,26.2871746310331,17.1011161911564
4,44.9901641532549,0,15.0387653442856,18.0626412170544,13.5268274079012
4,46.6697200384323,1,21.3013224922799,29.7574613887823,17.0732530440288
4,44.9662791159308,0,18.133121711639,20.1247968200472,17.1372841574349
4,43.911090746465,0,21.7173724374239,27.5496590230813,18.8012291445952
4,49.1182695043358,0,16.8677673634723,19.489436964876,15.5569325627705
4,46.4702826811533,0,19.5574747896211,23.915934697077,17.3782448358932
4,42.3251521855347,1,14.1256141647861,18.3308430625996,12.0229997158794
4,43.8650125316643,1,20.0560850451707,23.3555729734472,18.4063410810324
4,48.3176720164718,1,19.6941328095583,24.5320817286179,17.2751583500284
4,46.7436946675094,1,15.65585030256,19.449080768048,13.759235069816
4,46.8819807507923,1,17.0235606300187,16.5060836382775,17.2822991258894
4,43.1227443595845,0,14.2840884603601,12.9860737067039,14.9330958371881
4,47.0223584803304,0,21.1606978362757,22.9911148717244,20.2454893185514
4,42.5162339476831,1,19.936566554732,27.9808331804883,15.9144332418539
4,43.8942122784653,1,13.5899015188577,16.925876752009,11.921913902282
4,45.013544229273,0,20.1017021869068,26.8923066709084,16.706399944906
4,46.0389303244853,0,18.7213759437943,22.8226713682596,16.6707282315617
4,46.7485782379137,1,16.2046077958159,18.2549776802363,15.1794228536058
4,46.8597256725454,0,21.6310931885205,24.9907093647634,19.951285100399
4,46.1711018021233,0,18.5499520466625,27.8831515277561,13.8833523061157
4,43.8733752379556,0,14.39501876019,20.0458437424771,11.5696062690465
4,47.7741682187027,1,15.1859428629691,13.4846901817151,16.0365692035961
4,46.096514002413,1,17.571493513017,21.0111379383043,15.8516713003733
4,48.6982060561544,1,21.5390344155655,25.6911582574978,19.4629724945993
4,46.5386966752377,0,15.043279490645,19.2513135614839,12.9392624552256
4,43.0092538755737,0,14.0436315421232,20.8744545374477,10.6282200444609
4,44.3769661496845,0,18.7097611090765,22.4787270685855,16.825278129322
4,47.2833754220089,0,17.5542902765081,21.4786001336525,15.5921353479359
4,45.5439140394209,1,20.9406218569947,21.233334611448,20.7942654797681
4,47.8261951514389,0,20.2464445235256,22.5540836450928,19.092624962742
4,44.5291345687801,1,13.0776487311889,16.9281638539822,11.1523911697923
4,47.2468104289756,1,17.8918446222659,22.1990558274849,15.7382390196564
4,49.0437099165462,0,19.1853479241011,19.4176502642227,19.0691967540404
4,46.1923316380222,1,16.6397623334801,19.939763426063,14.9897617871886
4,47.1002065463133,1,25.096685498552,29.6687326505186,22.8106619225687
4,51.9540358416601,0,18.9967957007185,20.5026720479976,18.243857527079
4,45.0877108785225,0,20.161784859313,23.067639383922,18.7088575970085
4,46.061033951683,0,20.06702861011,21.1932710053508,19.5039074124895
4,42.1264325121699,1,15.3546931529155,19.060500803628,13.5017893275593
4,46.8639256436175,1,20.3462583719762,25.5339965875966,17.7523892641661
4,46.2091642514867,0,19.1489424944477,19.1003988298985,19.1732143267223
4,57.0994496208192,0,27.5313826403828,24.979289417973,28.8074292515877
