Cluster,FreqMin_Hz,FreqMax_Hz,TimeMin_ms,TimeMax_ms,PeakFreq_Hz,PeakTime_ms,Peak_t,Cohens_d,Size_pts
1,3,30,-641.129032258064,-463.709677419355,5,-540.322580645161,3.97781648921842,0.994454122304604,750
