Cluster,Start,End,Peak,Tvalue,ES,NumElectrodes,Channel,Mass,pcorr
1,366.935483870968,669.354838709678,447.58064516129,-4.33636107960841,-1.25179961830767,9,C3,750.702219512374,0.001998001998002
