%OpenBCI Raw Aux Data
%Number of channels = 19
%Sample Rate = 50 Hz
%Board = OpenBCI_GUI$BoardGaleaBeta
Sample Index, EDA, PPG Red, PPG IR, Board Temperature, Battery, Accelerometer X, Accelerometer Y, Accelerometer Z, Gyroscope X, Gyroscope Y, Gyroscope Z, Magnetometer X, Magnetometer Y, Magnetometer Z, Raw PC Timestamp, Raw Device Timestamp, Timestamp, Marker, Timestamp (Formatted)
190.0, 0.029340477660298347, 106415.0, 124902.0, 36.6, 92.0, -2.4414435034714275E-4, 0.0014648661020828565, -0.0010986495765621424, 20.263981078812847, 1.9836728465705347, 59.2660410467689, -0.016505921132950803, -0.00984006836772067, 0.003509628589739677, 1.7375855522709558E9, 0.018037, 1.737585552192198E9, 0.0, 2025-01-22 14:39:12.192
195.0, 0.02934182621538639, 106410.0, 124438.0, 36.6, 92.0, -2.4414435034714275E-4, 0.002319371328297856, -0.002563515678644999, 20.00457770656901, 2.075226977950713, 59.14396887159533, -0.016505921132950803, -0.00984006836772067, 0.003509628589739677, 1.7375855522709558E9, 0.029903, 1.737585552204064E9, 0.0, 2025-01-22 14:39:12.204
200.0, 0.02933778613805771, 106400.0, 124605.0, 36.6, 92.0, -2.4414435034714275E-4, 0.0026855878538185702, -0.002929732204165713, 19.928282597085527, 2.1057450217441063, 59.08293278400854, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855523189669E9, 0.050097, 1.7375855522240455E9, 0.0, 2025-01-22 14:39:12.224
205.0, 0.02933846041560173, 106419.0, 124603.0, 36.6, 92.0, -3.662165255207141E-4, 0.003295948729686427, -0.004150453955901427, 19.851987487602045, 2.029449912260624, 59.12870984969863, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855523189669E9, 0.070261, 1.7375855522442095E9, 0.0, 2025-01-22 14:39:12.244
210.0, 0.029335767030715942, 106391.0, 124624.0, 36.6, 92.0, 1.2207217517357137E-4, 0.0030518043793392844, -0.0053711757076371405, 19.684138246738385, 1.9226367589837492, 59.14396887159533, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855523189669E9, 0.090466, 1.7375855522644145E9, 0.0, 2025-01-22 14:39:12.264
215.0, 0.02933442033827305, 106395.0, 124932.0, 36.6, 92.0, 4.882887006942855E-4, 0.0034180209048599985, -0.005859464408331426, 19.684138246738385, 2.288853284504463, 59.05241474021515, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855523670151E9, 0.110733, 1.7375855522844849E9, 0.0, 2025-01-22 14:39:12.284
220.0, 0.029336439445614815, 105989.0, 124316.0, 36.6, 92.0, -3.662165255207141E-4, 0.00354009308003357, -0.006103608758678569, 19.56206607156481, 2.609292744335088, 59.20500495918211, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855523670151E9, 0.130831, 1.7375855523045828E9, 0.0, 2025-01-22 14:39:12.304
225.0, 0.029339805245399475, 105970.0, 124321.0, 36.6, 92.0, -0.0017090104524299992, 0.0031738765545128557, -0.0063477531090257115, 19.79095140001526, 2.487220569161517, 59.113450827801934, -0.016505921132950803, -0.00984006836772067, 0.003814813684499649, 1.7375855524149904E9, 0.151004, 1.737585552324539E9, 0.0, 2025-01-22 14:39:12.324
230.0, 0.029337113723158836, 105948.0, 124286.0, 36.6, 92.0, -0.0015869382772564279, 0.00354009308003357, -0.007446402685587853, 19.95880064087892, 2.349889372091249, 59.15922789349202, -0.016823342693199857, -0.00984006836772067, 0.003662221137119663, 1.7375855524149904E9, 0.17119, 1.737585552344725E9, 0.0, 2025-01-22 14:39:12.344
235.0, 0.029342498630285263, 105960.0, 124292.0, 36.6, 92.0, -0.001953154802777142, 0.004638742656595712, -0.008789196612497139, 19.943541618982223, 2.792401007095445, 59.17448691538872, -0.016823342693199857, -0.00984006836772067, 0.003662221137119663, 1.7375855524149904E9, 0.191374, 1.737585552364909E9, 0.0, 2025-01-22 14:39:12.364
240.0, 0.02933846041560173, 105954.0, 124291.0, 36.6, 92.0, -0.00354009308003357, 0.0063477531090257115, -0.009399557488364995, 20.019836728465705, 2.9907682917524987, 59.66277561608301, -0.016823342693199857, -0.00984006836772067, 0.003662221137119663, 1.7375855524632432E9, 0.211555, 1.7375855523848913E9, 0.0, 2025-01-22 14:39:12.384
245.0, 0.02933509461581707, 105948.0, 124236.0, 36.6, 92.0, -0.004760814831769284, 0.0072022583352407115, -0.00988784618905928, 19.684138246738385, 2.4414435034714272, 59.09819180590524, -0.016823342693199857, -0.00984006836772067, 0.003662221137119663, 1.7375855524632432E9, 0.231726, 1.7375855524050622E9, 0.0, 2025-01-22 14:39:12.405
250.0, 0.029336439445614815, 105972.0, 124255.0, 36.6, 92.0, -0.0042725261310749985, 0.007446402685587853, -0.010864423590447852, 19.592584115358203, 2.3804074158846418, 59.29655909056229, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.7375855525110638E9, 0.251938, 1.737585552425066E9, 0.0, 2025-01-22 14:39:12.425
255.0, 0.029335767030715942, 105930.0, 124277.0, 36.6, 92.0, -0.0042725261310749985, 0.007812619211108568, -0.011963073167009994, 19.577325093461507, 2.4414435034714272, 59.54070344090944, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.7375855525110638E9, 0.272098, 1.737585552445226E9, 0.0, 2025-01-22 14:39:12.445
0.0, 0.029340477660298347, 105958.0, 124243.0, 36.6, 92.0, -0.004638742656595712, 0.00805676356145571, -0.012085145342183566, 19.577325093461507, 2.4414435034714272, 59.54070344090944, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.7375855525110638E9, 0.276135, 1.7375855524492629E9, 0.0, 2025-01-22 14:39:12.449
5.0, 0.029335767030715942, 105933.0, 124246.0, 36.6, 92.0, -0.005493247882810711, 0.0073243305104142824, -0.012329289692530708, 19.27214465552758, 2.3041123064011595, 59.41863126573586, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.737585552559296E9, 0.296303, 1.7375855524692552E9, 0.0, 2025-01-22 14:39:12.469
10.0, 0.029333747923374176, 105927.0, 124300.0, 36.6, 92.0, -0.004760814831769284, 0.0062256809338521405, -0.011963073167009994, 19.10429541466392, 1.8005645838101778, 59.17448691538872, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.737585552559296E9, 0.316503, 1.7375855524894552E9, 0.0, 2025-01-22 14:39:12.489
15.0, 0.029340477660298347, 105928.0, 124274.0, 36.6, 92.0, -0.002319371328297856, 0.005493247882810711, -0.012085145342183566, 19.22636758983749, 1.373311970702678, 59.067673762111845, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.737585552559296E9, 0.336664, 1.7375855525096161E9, 0.0, 2025-01-22 14:39:12.509
20.0, 0.02933778613805771, 105944.0, 124290.0, 36.6, 92.0, 2.4414435034714275E-4, 0.005737392233157855, -0.011963073167009994, 19.806210421911956, 1.5411612115663385, 59.7085526817731, -0.016823342693199857, -0.009522646807471617, 0.003814813684499649, 1.7375855526070411E9, 0.35685, 1.73758555252958E9, 0.0, 2025-01-22 14:39:12.529
25.0, 0.02933778613805771, 105961.0, 124406.0, 36.6, 92.0, 0.0026855878538185702, 0.006958113984893568, -0.012451361867704281, 19.989318684672313, 1.8158236057068742, 59.983215075913634, -0.016823342693199857, -0.009205225247222563, 0.003814813684499649, 1.7375855526070411E9, 0.377049, 1.7375855525497792E9, 0.0, 2025-01-22 14:39:12.549
30.0, 0.029339132830500603, 105958.0, 124244.0, 36.6, 92.0, 0.004028381780727855, 0.008545052262149997, -0.013916227969787136, 20.309758144502936, 2.853437094682231, 60.18158236057069, -0.016823342693199857, -0.009205225247222563, 0.003814813684499649, 1.737585552655207E9, 0.397247, 1.737585552569776E9, 0.0, 2025-01-22 14:39:12.569
35.0, 0.029339132830500603, 105985.0, 124155.0, 36.6, 92.0, 0.0017090104524299992, 0.009155413138017853, -0.014648661020828565, 19.775692378118563, 4.364080262455176, 59.769588769359885, -0.016823342693199857, -0.009205225247222563, 0.003814813684499649, 1.737585552655207E9, 0.417407, 1.737585552589936E9, 0.0, 2025-01-22 14:39:12.589
40.0, 0.029339132830500603, 105976.0, 124368.0, 36.6, 92.0, -4.882887006942855E-4, 0.00903334096284428, -0.01599145494773785, 19.363698786907758, 4.34882124055848, 59.49492637521935, -0.016823342693199857, -0.009205225247222563, 0.003814813684499649, 1.7375855527031069E9, 0.437594, 1.7375855526099052E9, 0.0, 2025-01-22 14:39:12.609
45.0, 0.029340477660298347, 106062.0, 124148.0, 36.6, 92.0, -9.76577401388571E-4, 0.011108567940794995, -0.017334248874647136, 19.470511940184632, 4.318303196765087, 59.52544441901274, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.7375855527031069E9, 0.45777, 1.7375855526300814E9, 0.0, 2025-01-22 14:39:12.630
50.0, 0.02933846041560173, 106010.0, 124292.0, 36.6, 92.0, -0.004638742656595712, 0.012451361867704281, -0.01770046540016785, 19.165331502250705, 5.508506904707408, 59.54070344090944, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.7375855527031069E9, 0.477951, 1.7375855526502624E9, 0.0, 2025-01-22 14:39:12.650
55.0, 0.029337113723158836, 105804.0, 124311.0, 36.6, 92.0, -0.00988784618905928, 0.01330586709391928, -0.016601815823605707, 18.432898451209276, 5.142290379186694, 59.067673762111845, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.7375855527511847E9, 0.498133, 1.737585552670022E9, 0.0, 2025-01-22 14:39:12.670
60.0, 0.02933846041560173, 105937.0, 124296.0, 36.6, 92.0, -0.014038300144960708, 0.011352712291142137, -0.01428244449530785, 17.74624246585794, 3.952086671244373, 58.854047455558096, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.7375855527511847E9, 0.518321, 1.73758555269021E9, 0.0, 2025-01-22 14:39:12.690
65.0, 0.02933778613805771, 105963.0, 124292.0, 36.6, 92.0, -0.015625238422217136, 0.009399557488364995, -0.012329289692530708, 17.9140917067216, 2.4414435034714272, 58.99137865262836, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.737585552799117E9, 0.538531, 1.7375855527099974E9, 0.0, 2025-01-22 14:39:12.709
70.0, 0.029336439445614815, 105959.0, 124226.0, 36.6, 92.0, -0.015747310597390707, 0.007812619211108568, -0.010864423590447852, 17.807278553444725, 1.525902189669642, 59.14396887159533, -0.01714076425344891, -0.009205225247222563, 0.003967406231879635, 1.737585552799117E9, 0.558697, 1.7375855527301633E9, 0.0, 2025-01-22 14:39:12.730
75.0, 0.029337113723158836, 105968.0, 124437.0, 36.6, 92.0, -0.015259021896696421, 0.006591897459372854, -0.008545052262149997, 17.79201953154803, 1.0070954451819638, 59.14396887159533, -0.01714076425344891, -0.009205225247222563, 0.003814813684499649, 1.737585552799117E9, 0.578879, 1.7375855527503455E9, 0.0, 2025-01-22 14:39:12.750
80.0, 0.029339805245399475, 105924.0, 124331.0, 36.6, 92.0, -0.01416037232013428, 0.006713969634546426, -0.005859464408331426, 17.79201953154803, 0.7324330510414282, 59.479667353322654, -0.01714076425344891, -0.009205225247222563, 0.003814813684499649, 1.737585552847076E9, 0.59906, 1.7375855527700946E9, 0.0, 2025-01-22 14:39:12.770
85.0, 0.029333747923374176, 105965.0, 124193.0, 36.6, 92.0, -0.012817578393224994, 0.007446402685587853, -0.0052491035324635695, 17.761501487754636, 0.5645838101777676, 59.769588769359885, -0.01714076425344891, -0.009205225247222563, 0.003814813684499649, 1.737585552847076E9, 0.619242, 1.7375855527902765E9, 0.0, 2025-01-22 14:39:12.790
90.0, 0.029335767030715942, 105972.0, 124317.0, 36.6, 92.0, -0.010131990539406424, 0.00988784618905928, -0.0063477531090257115, 17.288471808957045, 0.16784924086366063, 59.57122148470283, -0.01714076425344891, -0.009205225247222563, 0.003814813684499649, 1.7375855528951387E9, 0.639437, 1.7375855528100467E9, 0.0, 2025-01-22 14:39:12.810
95.0, 0.029336439445614815, 106042.0, 124320.0, 36.6, 92.0, -0.006836041809719997, 0.011718928816662852, -0.008300907911802853, 16.89173723964294, 0.289921416037232, 59.723811703669796, -0.01714076425344891, -0.008887803686973509, 0.003967406231879635, 1.7375855528951387E9, 0.659613, 1.7375855528302226E9, 0.0, 2025-01-22 14:39:12.830
100.0, 0.029337113723158836, 106035.0, 124336.0, 36.6, 92.0, -0.0031738765545128557, 0.013061722743572137, -0.01147478446631571, 16.54077973601892, 0.8545052262149996, 59.983215075913634, -0.01714076425344891, -0.008887803686973509, 0.003967406231879635, 1.737585552943292E9, 0.679803, 1.7375855528499799E9, 0.0, 2025-01-22 14:39:12.849
105.0, 0.029339132830500603, 105882.0, 124338.0, 36.6, 92.0, -9.76577401388571E-4, 0.014404516670481423, -0.015503166247043565, 15.915159838254368, 1.525902189669642, 60.25787747005417, -0.01714076425344891, -0.008887803686973509, 0.003967406231879635, 1.737585552943292E9, 0.699966, 1.737585552870143E9, 0.0, 2025-01-22 14:39:12.870
